Platform,Job Title,Job URL,Budget/Rate,Posting Date,Client Location,Job Description
Guru,Elementor,https://www.guru.com/d/jobs/c/programming-development/skill/elementor/,Programming & Development Web Development & DesignWordPressGraphic DesignUser Experience DesignWeb DesignWeb DevelopmentWordPress DevelopmentTheme DesignContent Management SystemsMockupsWeb Banner DesignWordPress DesignBack End DevelopmentFront End Development,N/A,N/A,N/A
Guru,Text Search Engines,https://www.guru.com/d/jobs/c/programming-development/skill/text-search-engines/,Not specified,N/A,N/A,N/A
Guru,Website For Tax Saving Suggestions,https://www.guru.com/jobs/website-for-tax-saving-suggestions/2105930&SearchUrl=search.aspx?,Approx. pay: $250,"Posted: May 06, 2025",N/A,N/A
Guru,Next.js,https://www.guru.com/d/jobs/c/programming-development/skill/next.js/,Approx. pay: $250,N/A,N/A,N/A
Guru,React Native developer,https://www.guru.com/jobs/react-native-developer/2105927&SearchUrl=search.aspx?,Approx. pay: $250,"Posted: May 05, 2025",N/A,N/A
Guru,Apps & Mobile,https://www.guru.com/d/jobs/c/programming-development/sc/apps-mobile/,Programming & Development Apps & MobileiPhoneMicrosoft WindowsApp & Mobile Programming,N/A,N/A,N/A
Guru,React Native,https://www.guru.com/d/jobs/c/programming-development/skill/react-native/,Approx. pay: $250,N/A,N/A,N/A
Guru,Project SplitIT,https://www.guru.com/jobs/project-splitit/2105910&SearchUrl=search.aspx?,Approx. pay: $500,"Posted: April 29, 2025",N/A,N/A
Guru,SaaS,https://www.guru.com/d/jobs/c/programming-development/skill/saas/,Approx. pay: $500,N/A,N/A,N/A
Guru,Good Egg,https://www.guru.com/jobs/good-egg/2105902&SearchUrl=search.aspx?,Approx. pay: $2,"Posted: May 05, 2025",N/A,N/A
Guru,PHP + MySQL Developer,https://www.guru.com/jobs/php-mysql-developer/2105898&SearchUrl=search.aspx?,Approx. pay: $20,"Posted: February 01, 2025",N/A,N/A
Guru,N/A,https://www.guru.com/d/jobs/l/india,Approx. pay: $250,N/A,N/A,N/A
Guru,N/A,https://www.guru.com/d/jobs/l/pakistan,Approx. pay: $250,N/A,N/A,N/A
Guru,MySQL,https://www.guru.com/d/jobs/c/programming-development/skill/mysql/,Approx. pay: $250,N/A,N/A,N/A
Guru,Database Development,https://www.guru.com/d/jobs/c/programming-development/skill/database-development/,Approx. pay: $500,N/A,N/A,N/A
Guru,Web Servers,https://www.guru.com/d/jobs/c/programming-development/skill/web-servers/,Approx. pay: $250,N/A,N/A,N/A
Guru,A Senior ECE Engineer Is Needed,https://www.guru.com/jobs/a-senior-ece-engineer-is-needed/2105888&SearchUrl=search.aspx?,Approx. pay: $10,"Posted: May 08, 2025",N/A,N/A
Guru,Website Template Needed,https://www.guru.com/jobs/website-template-needed/2105882&SearchUrl=search.aspx?,Approx. pay: $60,"Posted: April 30, 2025",N/A,N/A
Guru,Templates,https://www.guru.com/d/jobs/c/programming-development/skill/templates/,Programming & Development Web Development & DesignWordPressGraphic DesignUser Experience DesignWeb DesignWeb DevelopmentWordPress DevelopmentTheme DesignContent Management SystemsMockupsWeb Banner DesignWordPress DesignBack End DevelopmentFront End Development,N/A,N/A,N/A
Guru,Angular and ASP.NET Web API DEV -XERO,https://www.guru.com/jobs/angular-and-aspnet-web-api-dev-xero/2105877&SearchUrl=search.aspx?,Approx. pay: $250,"Posted: May 04, 2025",N/A,N/A
Guru,XML,https://www.guru.com/d/jobs/c/programming-development/skill/xml/,Approx. pay: $10,N/A,N/A,N/A
Guru,ASP.NET,https://www.guru.com/d/jobs/c/programming-development/skill/asp.net/,Approx. pay: $8,N/A,N/A,N/A
Guru,Financial Services,https://www.guru.com/d/jobs/c/programming-development/skill/financial-services/,Approx. pay: $250,N/A,N/A,N/A
Guru,Cloud Computing,https://www.guru.com/d/jobs/c/programming-development/skill/cloud-computing/,Approx. pay: $500,N/A,N/A,N/A
Guru,proxmox lxc problem,https://www.guru.com/jobs/proxmox-lxc-problem/2105859&SearchUrl=search.aspx?,Approx. pay: $250,"Posted: September 14, 2023",N/A,N/A
Guru,Proxmox,https://www.guru.com/d/jobs/c/programming-development/skill/proxmox/,Not specified,N/A,N/A,N/A
Guru,Network Attached Storage (NAS),https://www.guru.com/d/jobs/c/programming-development/skill/network-attached-storage/,Approx. pay: $250,N/A,N/A,N/A
Guru,Network File System (NFS),https://www.guru.com/d/jobs/c/programming-development/skill/network-file-system/,Not specified,N/A,N/A,N/A
Guru,Ubuntu Operating System,https://www.guru.com/d/jobs/c/programming-development/skill/ubuntu-operating-system/,Approx. pay: $250,N/A,N/A,N/A
Guru,1,https://www.guru.com/d/jobs/c/programming-development/,Approx. pay: $2,N/A,N/A,N/A
Guru,2,https://www.guru.com/d/jobs/c/programming-development/pg/2/,Approx. pay: $1,N/A,N/A,N/A
Guru,3,https://www.guru.com/d/jobs/c/programming-development/pg/3/,Programming & Development Apps & MobileiPhoneMicrosoft WindowsApp & Mobile Programming,N/A,N/A,N/A
Guru,4,https://www.guru.com/d/jobs/c/programming-development/pg/4/,Approx. pay: $250,N/A,N/A,N/A
Guru,9,https://www.guru.com/d/jobs/c/programming-development/pg/9/,Approx. pay: $250,N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/technology-programming,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/writing-translation,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/design,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/digital-marketing,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/video-photography,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/business,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/music-audio,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/marketing-branding-sales,Entry ($),N/A,N/A,N/A
PeoplePerHour,N/A,https://www.peopleperhour.com/freelance-jobs/social-media,Entry ($),N/A,N/A,N/A
PeoplePerHour,"SEO Specialist with Blog Writing, Social Media & Google Ads",https://www.peopleperhour.com/freelance-jobs/digital-marketing/seo/seo-specialist-with-blog-writing-social-media-google-ads-4378919,Approx. pay: £300,N/A,N/A,"We are Centralyze Accounting Limited, a UK-based accounting and tax services firm looking to grow our online presence and generate quality leads.

We’re seeking a results-driven freelancer who can manage a monthly content and marketing package with the following deliverables:"
PeoplePerHour,2D Animator/YouTube Editor Needed (Long-Term + Bonuses),https://www.peopleperhour.com/freelance-jobs/design/animation/2d-animator-youtube-editor-needed-long-term-bonuses-4378910,Approx. pay: $160,N/A,N/A,"We're launching a high-quality YouTube channel centered on country-specific historical events. We're seeking a talented and detail-oriented 2D animator/editor to help visually bring these stories to life in an engaging, humorous, and educational way.

What You'll Do:

Animate and edit 12–25 minute videos (majority around 12–18 min)

Translate scripts into compelling visual storytelling

Add relevant humor, sound effects, and original 2D animation

Draw and animate custom scenes (not just stock footage or meme-based)

Collaborate long-term with clear communication and creativity

What We're Looking For:

Strong 2D animation & editing skills

Good English and communication

Attention to detail and timing

Ability to follow historical scripts while adding creative input

Comfortable with long-term work and deadlines

Payment:

$160–$220 USD per video (negotiable by quality)

10% upfront for the first 3 videos, then 50/50 split

Potential bonuses for high-performing content

Long-term opportunity

Reference Style:
https://youtube.com/@chathistory?si=gtkDoUr660zYxzzz


DON'T DM"
PeoplePerHour,Graphic designer to create several business CARD,https://www.peopleperhour.com/freelance-jobs/design/graphic-design/graphic-designer-to-create-several-business-card-4378909,Approx. pay: $185,N/A,N/A,"We seek a skilled graphic designer to create several business card designs for our startup company. As a new entrant to the market, we need a visually striking yet professionally designed card that will create a strong first impression and help when networking. The ideal designer will have proven experience designing business cards for multiple industries and understand the importance of conveying the right message through visual design elements.

The designs should be clean, contemporary and highlight our company's key strengths and offerings in an impactful yet concise manner. Creativity is encouraged to help our brand stand out while also ensuring the cards are polished, error-free and print-ready for high-quality reproduction. We require at least three unique design concepts to be delivered as high resolution PDFs within one week of receiving our company brief. The selected designer will own the intellectual property of the designs but we retain rights to print and distribute the cards for promotional use.

Experience designing for early stage companies is preferred. Applicants should submit examples of previous relevant work for our consideration along with their proposed rate or fee. We aim to select the strongest portfolio that demonstrates an understanding of our industries' aesthetics as well as effective business card design principles. We look forward to reviewing submissions from graphic artists interested in this exciting project."
PeoplePerHour,American Freedom Fighters,https://www.peopleperhour.com/freelance-jobs/writing-translation/content-writing/american-freedom-fighters-4378907,Approx. pay: £30,N/A,N/A,"American Freedom Fighters seeks a skilled digital historian to research and create a short educational documentary film. This film project aims to educate younger audiences about the important contributions and sacrifices made by civil rights activists during the American Civil Rights Movement of the 1950s and 1960s. The successful applicant will conduct in-depth research of primary source materials such as newspaper articles, photographs, recorded speeches and interviews from the era to build an accurate historical narrative"
PeoplePerHour,We are looking for an inspiring life story writer.,https://www.peopleperhour.com/freelance-jobs/writing-translation/business-writing/we-are-looking-for-an-inspiring-life-story-writer-4378895,Approx. pay: £67,N/A,N/A,"I'm looking for a talented writer to craft my life story in a narrative style. The tone should be inspirational, focusing on personal challenges I've faced. Ideal Skills and Experience: - Strong narrative writing skills - Experience in autobiographical storytelling - Ability to convey personal challenges inspirationally."
PeoplePerHour,Kids storybook cover designer needed,https://www.peopleperhour.com/freelance-jobs/design/books-magazines/kids-storybook-cover-designer-needed-4378894,Approx. pay: $45,N/A,N/A,"We are looking to commission an experienced and talented graphic designer to create an original cover design for a new children's storybook. The story is about a group of forest animals who go on an adventure and learn about teamwork and friendship.

The target audience for this book is children aged 4-8 years old. As such, the design should be eye-catching, colorful and incorporate imagery that will appeal to younger readers. Bright, whimsical illustrations of the main animal characters working together are preferred over complex textures or intricate patterns which may distract or confuse young minds. Font choice and text placement should also be clear, readable and complement the visual aesthetic.

While creative freedom and original concepts are encouraged, the cover needs to subtly convey the central themes of friendship, teamwork and adventure found within the pages. A responsive, collaborative approach between client and designer throughout the process is important to ensure the end result resonates with both children and parents.

Experience designing covers for children's books and a strong portfolio highlighting your skills in creating vibrant, emotive and developmentally appropriate designs for younger audiences are preferred. The selected candidate will enter into discussions regarding concepts and ideas before undertaking revisions based on feedback to produce a final cover design ready for print. Payment and copyright terms for use of the selected design will be negotiated depending on the experience and quality of work provided. We look forward to reviewing submissions from talente"
PeoplePerHour,Convert Wordpress Website to Shopify Website,https://www.peopleperhour.com/freelance-jobs/technology-programming/website-development/convert-wordpress-website-to-shopify-website-4378887,Approx. pay: $500,N/A,N/A,"Please check my website

https://www.capitalautoequipment.com/

It is currently a WordPress website. Need to convert into Shopify.

Need complete functional website and with payment."
PeoplePerHour,Manage my LA Growth Machine account for Linkedin automation,https://www.peopleperhour.com/freelance-jobs/technology-programming/email-template-development/manage-my-la-growth-machine-account-for-linkedin-automation-4378886,Approx. pay: £35,N/A,N/A,"I'm looking for someone who specifically has expertise in using LA Growth Machine platform to manage my linkedin outreach. I've tested and I'm getting a high level of conversion to connections but want to create a system that leads to user acquisition for my new business. I want to work with someone who has expertise in this area and who proactively measures results and implements A/B testing to improve conversions. The real KPI is user acquisition so I need someone who understands the sales process and can deliver an automated (or semi-automated) campaign.

Currently I'm achieving 40% connection conversion and 9% new connections translating to further interest. This was tested a small batch of 120 over just 1 week. I have a pool of 2,000+ to target."
PeoplePerHour,Property Manager (For Europe-based applicants only),https://www.peopleperhour.com/freelance-jobs/business/administration-assistance/property-manager-for-europe-based-applicants-only-4378884,Approx. pay: £83,N/A,N/A,"This opportunity involves overseeing the daily operations of several vacation rental properties located throughout Europe. Key responsibilities include managing all guest communications and bookings through popular online platforms like Airbnb, ensuring properties are well-maintained and adequately stocked, and posting updated listings of available properties.

The ideal candidate will possess at least one year of experience in property or hospitality management. Solid organizational abilities and an eye for detail are essential when addressing various guest needs that may arise. Proficiency in using Airbnb's backend interface is beneficial as is familiarity with other online booking sites. As the properties are situated across Europe, the role requires being located within the European Union for ease of travel when in-person visits are needed.

Strong communication skills and a proven ability to respond promptly to guest queries are a must. Access to vehicles for transportation between locations would be advantageous. This is an excellent opportunity for someone seeking a flexible remote working arrangement while gaining experience in the vibrant European short-term rental market. Candidates possessing the right blend of hospitality experience, technological aptitude, and location within the EU should apply."
PeoplePerHour,Looking for a Crypto Arbitrage Bot Developer,https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/looking-for-a-crypto-arbitrage-bot-developer-4378881,Approx. pay: $1.00,N/A,N/A,"Job Title
Crypto Arbitrage Bot Developer with CCXT, AAVE Flash Loans, and Capital Controls
Project Overview
We are seeking an experienced blockchain developer or quant developer to build a fully automated crypto arbitrage trading bot. The bot should detect and execute arbitrage opportunities across multiple Indian and global exchanges, implement safety and capital controls, and optionally use AAVE Flash Loans to optimize liquidity.
Core Objectives
1. Detect arbitrage opportunities across multiple exchanges (e.g., all exchanges that are listed on coingapp
2. Automatically execute trades where the arbitrage profit margin exceeds combined trading + gas fees
3. Ensure trade volume is capped to:
- 10% of total portfolio balance
- 10% of the lesser volume between the two exchanges
4. Integrate AAVE Flash Loans (optional per opportunity) with up to 10% of total balance allocated to gas fees
5. Use CCXT or equivalent libraries for multi-exchange trading
6. Allow integration with external scanners (e.g., Coingapp) for initial opportunity sourcing
7. Include compounding return logic and daily performance tracking
8. Provide logging, dashboards, and error alerts
Example Trade Execution Logic
Crypto A is priced at $1.00 on Binance and $1.05 on CoinDCX
Binance volume = $100, CoinDCX volume = $50
Total fees = 2.5%, Net profit = 2.5%
Bot executes a trade worth $5 (10% of lesser volume, within 10% of portfolio cap)
Optional: Uses AAVE Flash Loan if gas fees ≤ 10% of portfolio
Tech Stack Preferred
- Python (Required)
- CCXT (Required)
- Web3.py or ethers.js (for AAVE integration)
- Pandas/Numpy for calculations
- FastAPI / Flask (Optional for interface)
- MongoDB or SQLite for logs and trade history
- Docker (Optional for deployment)
Deliverables
- Fully working arbitrage scanner & executor
- Config file for setting parameters (threshold %, gas fee %, trade caps)
- AAVE Flash Loan integration (configurable switch)
- Trade simulator for compounding returns
- Logs & alerts (success, failure, skipped trades)
- Brief documentation for setup and usage
Ideal Candidate Will Have
- Strong experience in crypto trading bots
- Past work with arbitrage, flash loans, and exchange APIs
- Experience with DeFi protocols like AAVE
- Familiarity with Indian exchange APIs
- Security best practices for handling keys and capital
How to Apply
Please include:
- Links to relevant previous bot projects
- Your approach for implementing the trade logic & safety checks
- Any challenges you foresee with flash loans"
PeoplePerHour,Videographer for London Property YouTube series,https://www.peopleperhour.com/freelance-jobs/video-photography/filmmaking/videographer-for-london-property-youtube-series-4378858,Approx. pay: £99,N/A,N/A,"Hi,

I need a videographer who can work with me on creating a YouTube lifestyle series.

Will mainly focus on property tours if London property.

Ideally you will have experience in creating engaging YouTube content in this area and can direct and shoot as I present. I’ll also need you to capture b-roll and edit

You’ll need to know where to source copyright free background music as needed

Each video should be 10-12 minutes once edited"
PeoplePerHour,Seeking Book cover for a novel within the Scream franchise.,https://www.peopleperhour.com/freelance-jobs/design/books-magazines/seeking-book-cover-for-a-novel-within-the-scream-franchise-4378839,Approx. pay: £50,N/A,N/A,"Book Cover Design for Novel: Lakewood: A Scream Story.

I was looking for somebody to somehow create a cover for an upcoming book. I have acquired a license to write a novel around the horror franchise, Scream. The book is a direct sequel to an unfinished TV series from a few years back. However, the process of providing cover art is solely down to me. Rather than tackle this myself, I'd rather have a professional create the cover.

The cover would need to feature the mask/killer from the TV Show. It isn't Ghostface, but an entirely different mask. I have provided photographs of the mask below.

Please provide examples of past works."
PeoplePerHour,I need proofread and edit my research it's about 2650 words,https://www.peopleperhour.com/freelance-jobs/writing-translation/proofreaders/i-need-proofread-and-edit-my-research-it-s-about-2650-words-4378828,Approx. pay: $67,N/A,N/A,"I want you to proofread my resaerch ensure that I answer the research questions and ensure clarity and coherance , avoid pligirism and AI writing
can you finsish it today please?"
PeoplePerHour,Need digital marketing for our services,https://www.peopleperhour.com/freelance-jobs/digital-marketing/viral-marketing-experts/need-digital-marketing-for-our-services-4378825,Approx. pay: £10,N/A,N/A,"Looking for experienced freelancer for our digital marketing needs.

Service based business in pakistan

We need someone who can handle and prepare strategy for our business.

Sorry not looking for beginners"
PeoplePerHour,Poster with tear-off strips for local cake business,https://www.peopleperhour.com/freelance-jobs/design/graphic-design/poster-with-tear-off-strips-for-local-cake-business-4378819,Approx. pay: £20,N/A,N/A,"I'm looking for someone to design a clean, simple and sophisticated poster for a local business that makes homemade luxury birthday, wedding and other special occasion cakes.

I have all the relevant logos, text and photos ready to go - I just need someone who can combine them into a poster that will be displayed on local notice boards.

Attached are some images of cakes by the business."
PeoplePerHour,DICOM reader and tooling using Cornerstone.js,https://www.peopleperhour.com/freelance-jobs/technology-programming/programming-coding/dicom-reader-and-tooling-using-cornerstone-js-4378815,Approx. pay: £250,N/A,N/A,"I am building a DICOM reader using cornerstone.js. My tech stack is Typescript and Supabase. I have built the DICOM reader and implemented some basic tooling but it needs refinement.

I need someone who understands the requirements and how to implement cornerstone.js to finish my build and deliver the full DICOM functionality."
PeoplePerHour,Medication teams and conditions PDF translating,https://www.peopleperhour.com/freelance-jobs/writing-translation/translators/medication-teams-and-conditions-pdf-translating-4378796,Approx. pay: $115,N/A,N/A,"This project involves translating a PDF file from English to Spanish. The file contains information about medication teams and conditions. The translator should be able to accurately translate the text while preserving the original formatting and layout of the document. The deadline for the project is 7 days, and the budget is $115."
PeoplePerHour,Cost Estimate for 21 Flats in London,https://www.peopleperhour.com/freelance-jobs/writing-translation/technical-writing/cost-estimate-for-21-flats-in-london-4378793,Approx. pay: £110,N/A,N/A,"I need a cost estimate for a proposed development of 24 Flats
with a mixture of 1,2 and 3 Bed flats.

This project seeks estimations for the construction costs of a residential development located in London comprising twenty-one flats of varying configurations. Specifically, the proposed development will consist of a mixture of one, two and three bedroom flats aimed at the private rental market. Estimations are required for all major aspects of construction including but not limited to: preliminary works, substructure, superstructure, internal finishes, fittings and maintenance. The estimations must be data-driven and factor in current market rates for labour and materials. Project managers and quantity surveyors with proven experience estimating construction projects of a similar scale and scope within the M25 area are encouraged to apply. Applicants should demonstrate their ability to accurately account for all expected costs and contingencies from project inception to completion. The submission should include a thorough yet concise written rationale breaking down the estimations into logical phases and line items. Additionally, submissions may provide comparisons to recently completed similar projects to benchmark the estimations. The selected applicant will be expected to stand behind their estimations and be available to further discuss or refine aspects of the estimates as needed. Ultimately, this project aims to inform feasibility and budgeting decisions for the proposed development through reliable cost projections from a qualified professional well-versed in London's construction market."
PeoplePerHour,SEO Copywriter for Karaoke Website (Ongoing Work Possible),https://www.peopleperhour.com/freelance-jobs/writing-translation/content-writing/seo-copywriter-for-karaoke-website-ongoing-work-possible-4378790,Approx. pay: $73,N/A,N/A,"We're looking for a talented and experienced SEO copywriter to create engaging, original content for our website, Karaoke Heaven – London's most exciting karaoke destination. This is not a generic AI-generated content job. We’re after a human writer who understands how to connect with readers, improve our Google rankings, and bring our brand to life.

Scope of Work:

We currently need 7 pieces of content (we have full content briefs for these pieces), a mix of blog posts and website pages, focused on karaoke-related topics (e.g., party ideas, venue features, karaoke tips, London nightlife). Each piece should be:

- Written in a fun, engaging tone (not overly corporate or stiff)
- Optimised for SEO (keywords provided or researched)
- Tailored to our brand voice and audience
- 800–1,200 words per article (unless otherwise specified)

The Ideal Candidate:

- Proven experience in SEO copywriting and content marketing
- Native-level English speaker
- Strong research skills
- Able to write in a lively, natural, and non-formulaic tone
- Experience writing for the hospitality or nightlife sector is a bonus
- Reliable and communicative

Other Details:

This is a paid trial for 7 pieces. If the quality and working relationship are strong, we’ll look to make this an ongoing collaboration.

Preference will be given to UK-based writers or those familiar with the London scene.

To Apply:

Please send:

- 2–3 relevant writing samples (ideally SEO-focused blog posts or landing pages)
- A short note about your experience with SEO and hospitality copywriting
- Your rate per article or per word"
